Unnamed: 0,link,usr_name,tournaments,profit,totBI,totCashes,roi,roiBI,abi,itm,tot_tournaments,tot_avFieldSize,tot_avBI,tot_profit,tot_avROI,tot_totROI,ly_tournaments,ly_avFieldSize,ly_avBI,ly_profit,ly_avROI,ly_totROI
41,https://mttmarket.com/users/5576dfdb0cf28887159c7136,plush0,1122.0,2526.95,9842.77,12369.72,25.67,26.29,8.77,19.43,4200.0,2198.89,3.48,4817.15,55.54,32.95,1576.0,386.99,4.95,4105.49,82.35,52.63
42,https://mttmarket.com/users/54a29d6b0cf23c2fa9bd5ce6,regisser,1858.0,2420.52,17038.82,19459.34,14.21,14.12,9.17,19.0,6949.0,2276.81,5.01,8918.58,62.46,25.63,2771.0,343.99,6.4,2753.2,41.5,15.52
44,https://mttmarket.com/users/5569d34b0cf25c1c3c0449c7,pycckuii,1996.0,-2319.75,29742.56,27422.81,-7.8,-16.2,14.9,20.54,34924.0,901.53,7.85,11003.32,9.3,4.02,1865.0,578.54,16.13,5654.12,19.08,18.79
45,https://mttmarket.com/users/55ad35e861ccb6000f5e58de,bruini,911.0,2334.92,5716.07,8050.99,40.85,47.71,6.27,19.43,5082.0,934.3,2.8,5604.28,37.41,39.41,465.0,502.12,4.71,104.67,19.03,4.78
46,https://mttmarket.com/users/53bfc9550cf2e09139ecace7,jenia007,417.0,2654.9,6033.23,8688.13,44.0,71.46,14.47,20.38,11736.0,807.5,8.68,56440.79,27.52,55.41,2729.0,325.99,8.67,12196.79,43.01,51.53
47,https://mttmarket.com/users/53c6427b0cf25b8ee9711c18,stav_nuts,3131.0,6795.56,47198.14,53993.7,14.4,18.23,15.07,18.72,9790.0,958.31,6.87,9829.23,31.35,14.62,3076.0,284.34,12.1,1558.75,12.44,4.19
48,https://mttmarket.com/users/53955e070cf2c8120d41c860,Депутат,3311.0,9538.95,46197.53,55736.48,20.65,20.31,13.95,16.76,5248.0,1979.76,10.13,6938.09,16.46,13.05,2678.0,306.42,11.96,7390.67,24.53,23.08
50,https://mttmarket.com/users/555c4f7a0cf2820a8e3cd56d,bleenk,554.0,-3691.13,12212.04,8520.91,-30.23,-27.24,22.04,17.69,7592.0,1893.83,11.63,3059.4,33.33,3.47,2451.0,414.4,17.5,-1349.62,18.73,-3.15
51,https://mttmarket.com/users/555f83450cf25c1c3c024b9b,Johnsonsb4be,2094.0,3533.76,23001.41,26535.17,15.36,32.81,10.98,18.86,15048.0,679.02,3.14,12419.47,40.06,26.29,5053.0,219.98,3.23,7109.03,59.69,43.57
52,https://mttmarket.com/users/55e9efc961ccb645168ac878,skandaryunes,274.0,-916.32,2492.0,1575.68,-36.77,-39.45,9.09,16.79,3437.0,2871.82,4.11,3516.82,21.75,24.92,537.0,557.44,6.57,3943.15,109.55,111.84
53,https://mttmarket.com/users/55f7333261ccb67d24b35883,krowelly,96.0,551.78,621.15,1172.93,88.83,29.48,6.47,18.75,11390.0,1988.81,2.98,16987.14,63.41,50.04,1794.0,114.23,2.41,813.3,22.14,18.81
54,https://mttmarket.com/users/55e5836e61ccb62ea9f22fee,zago,302.0,1225.48,1858.3,3083.78,65.95,54.56,6.15,21.85,2756.0,4216.61,5.87,6074.79,44.87,37.58,817.0,283.29,3.71,499.92,11.41,16.48
55,https://mttmarket.com/users/54ba43710cf2ef809cce0018,APE66,1741.0,2748.6,9443.16,12191.76,29.11,40.29,5.42,23.43,21118.0,1920.28,2.46,8391.97,28.25,16.12,1859.0,283.11,3.45,2893.22,58.6,45.1
56,https://mttmarket.com/users/556cbc150cf2a06f7748d44a,Jonny_Rixter,797.0,1044.57,4619.3,5663.87,22.61,34.68,5.8,20.83,1932.0,2507.07,4.02,3625.29,59.69,46.66,1097.0,357.12,4.54,804.59,29.67,16.14
57,https://mttmarket.com/users/543033f50cf2c31f2c2793a4,Noorgle,1254.0,4849.35,30064.09,34913.44,16.13,15.27,23.97,20.1,9646.0,580.73,11.66,23838.9,26.69,21.19,3793.0,236.24,17.06,17120.6,33.58,26.45
