Unnamed: 0,link,usr_name,tournaments,profit,totBI,totCashes,roi,roiBI,abi,itm,tot_tournaments,tot_avFieldSize,tot_avBI,tot_profit,tot_avROI,tot_totROI,ly_tournaments,ly_avFieldSize,ly_avBI,ly_profit,ly_avROI,ly_totROI
58,https://mttmarket.com/users/557d8cf30cf28887159dfa6e,Rockdarkstar,14.0,-99.08,164.4,65.32,-60.27,-54.19,11.74,21.43,7740.0,1267.01,4.33,9870.79,34.1,29.45,719.0,474.94,10.03,8075.27,106.56,112.03
59,https://mttmarket.com/users/55891ffc0cf2888715a32b8e,Bekishev,928.0,-158.08,6934.5,6776.42,-2.28,9.69,7.47,16.7,2102.0,1441.96,4.32,2076.83,38.15,22.89,1295.0,363.39,4.33,959.52,41.62,17.09
60,https://mttmarket.com/users/537800600cf2c8120d3d8eed,Crock,767.0,-332.38,6918.76,6586.38,-4.8,4.73,9.02,21.12,8632.0,3413.81,5.7,12564.66,54.26,25.52,1293.0,427.66,7.09,1640.21,55.51,17.9
61,https://mttmarket.com/users/5457f2620cf24a5c0d853d24,Glewellin17,2631.0,566.25,20877.11,21443.36,2.71,20.7,7.94,14.82,7203.0,721.07,4.43,-301.88,11.55,-0.95,2337.0,340.86,7.36,934.56,19.22,5.44
63,https://mttmarket.com/users/53dbaf830cf2295303592036,Bectolo4,2572.0,33122.49,63076.98,96199.47,52.51,69.88,24.52,19.05,14215.0,1560.86,8.94,68665.07,56.61,54.03,1404.0,416.6,20.94,10343.54,57.16,35.18
67,https://mttmarket.com/users/55c275b361ccb60014407cc7,cherv26,373.0,380.71,1889.22,2269.93,20.15,31.47,5.06,14.48,5359.0,1456.56,2.49,3153.19,43.58,23.63,317.0,275.4,3.84,286.22,31.3,23.52
68,https://mttmarket.com/users/53c8e4970cf25b8ee971a85f,Kventin92,1541.0,10088.93,15450.57,25539.5,65.3,63.08,10.03,26.15,3749.0,2127.42,3.96,15079.74,132.52,101.6,1283.0,288.77,7.18,9010.2,118.03,97.74
70,https://mttmarket.com/users/55b774d761ccb60012f31507,angerr,960.0,15142.76,11335.85,26478.61,133.58,78.19,11.81,23.23,7518.0,1769.08,8.9,24624.7,26.92,36.8,668.0,382.6,11.84,1856.85,25.13,23.48
72,https://mttmarket.com/users/557aae350cf28887159d57f2,Tarh,453.0,9837.92,4560.07,14397.99,215.74,190.0,10.07,17.0,3754.0,2073.99,2.66,15420.03,98.31,154.7,559.0,410.13,7.44,1107.42,40.65,26.64
74,https://mttmarket.com/users/5532a25d0cf26d1eaea3d260,nik1020,1284.0,1746.78,7087.39,8834.17,24.65,33.41,5.52,22.35,17300.0,2266.26,5.39,8299.21,34.3,8.89,691.0,570.76,5.38,2107.04,72.63,56.67
75,https://mttmarket.com/users/5457ce390cf24a5c0d8533a3,matters71,2093.0,21011.13,33105.99,54117.12,63.47,52.64,15.82,22.5,10045.0,1924.07,4.85,25339.81,36.47,52.05,1249.0,439.78,9.98,3854.58,23.43,30.93
76,https://mttmarket.com/users/5424bde20cf22953036f7c3a,Aleks13,2109.0,4715.01,36830.2,41545.21,12.8,24.07,17.46,15.32,8626.0,325.64,9.33,35641.76,62.26,44.28,2378.0,253.93,13.35,5471.26,23.18,17.23
77,https://mttmarket.com/users/556d90530cf2a06f774995f6,parfen1111,588.0,-433.12,4151.4,3718.28,-10.43,87.96,7.06,19.22,4687.0,2857.19,3.94,7087.44,49.58,38.4,618.0,411.66,5.62,-837.95,11.99,-24.12
78,https://mttmarket.com/users/556eb6c90cf2a06f774a60ee,marat2302,467.0,44.47,3354.1,3398.57,1.33,-4.43,7.18,20.13,4275.0,2542.46,5.39,6639.81,39.01,28.8,461.0,520.51,5.31,924.95,26.36,37.75
79,https://mttmarket.com/users/545a67f70cf24a5c0d85e61f,Vzyatkov073,832.0,6.81,4025.48,4032.29,0.17,33.5,4.84,22.96,5069.0,2417.4,5.16,4239.19,35.15,16.2,555.0,442.42,5.92,-128.71,5.89,-3.92
80,https://mttmarket.com/users/557ed7200cf28887159e8b77,TomCoep,1083.0,381.49,6054.01,6435.5,6.3,35.69,5.59,20.04,2712.0,1724.31,3.88,7423.65,50.84,70.59,966.0,475.34,7.13,3548.56,63.4,51.52
87,https://mttmarket.com/users/556490cf0cf25c1c3c0335ce,Arkalis,706.0,87.2,3520.61,3607.81,2.48,11.04,4.99,17.56,3909.0,1442.44,2.1,1545.4,35.65,18.85,1583.0,376.17,3.15,607.23,46.56,12.16
89,https://mttmarket.com/users/5436d0a20cf2c31f2c2961a8,hichnick777,2647.0,19054.69,43682.96,62737.65,43.62,65.93,16.5,18.74,13315.0,2018.4,6.47,31741.17,41.0,36.85,2645.0,274.9,8.24,5950.99,63.67,27.29
93,https://mttmarket.com/users/55cd320361ccb60bf5ef534f,sergey260594,762.0,3369.25,4190.0,7559.25,80.41,89.35,5.5,22.57,6002.0,2250.58,3.03,3284.39,25.81,18.07,1636.0,352.66,3.8,1202.08,24.21,19.34
96,https://mttmarket.com/users/541ebfc20cf22953036c82e2,Senheiser,2613.0,5202.69,18639.23,23841.92,27.91,30.18,7.13,20.51,14269.0,1697.23,3.96,6227.64,24.54,11.03,2447.0,279.93,6.28,5816.52,46.34,37.87
97,https://mttmarket.com/users/5581ce4a0cf28887159f72a7,Stalpan,1344.0,-3185.31,10621.42,7436.11,-29.99,-23.82,7.9,22.02,21311.0,2519.98,8.68,19570.79,32.63,10.58,1362.0,528.03,11.65,-4475.4,-28.32,-28.21
100,https://mttmarket.com/users/558aed3e0cf2888715a3f7f7,L_Scola,314.0,4263.97,9407.6,13671.57,45.32,37.16,29.96,42.04,5525.0,911.08,32.31,35896.02,42.89,20.11,1613.0,251.28,28.38,8944.88,40.42,19.54
102,https://mttmarket.com/users/5531265c0cf26d1eaea394db,modu1us,1432.0,-3359.3,10169.5,6810.2,-33.03,-30.21,7.1,15.5,6026.0,1234.92,6.82,2864.72,32.23,6.97,1672.0,272.17,6.36,-2147.2,-2.65,-20.19
104,https://mttmarket.com/users/55b78f3861ccb600db439570,bean paul,686.0,500.68,3682.0,4182.68,13.6,22.92,5.37,23.03,6747.0,2533.05,4.58,6138.38,42.68,19.86,2013.0,199.0,2.67,-403.01,21.89,-7.51
105,https://mttmarket.com/users/554bd3a50cf2bb0785a3887c,ZIG,268.0,1317.94,3732.61,5050.55,35.31,52.03,13.93,20.9,1340.0,604.61,7.85,6246.05,74.98,59.36,305.0,409.76,14.75,2947.13,122.21,65.5
107,https://mttmarket.com/users/52b58ec63800004311d835ed,KAMSHULER,5216.0,9539.18,187174.53,196713.71,5.1,16.31,35.88,18.39,18044.0,1095.04,12.84,63418.64,48.83,27.38,3601.0,286.94,28.3,6569.99,19.12,6.45
108,https://mttmarket.com/users/536e0f9e0cf2c15ecd6feb06,robi,2441.0,8050.83,46589.65,54640.48,17.28,27.13,19.09,22.9,15573.0,1392.81,11.82,43914.4,40.59,23.85,1900.0,492.12,16.14,9947.29,53.77,32.45
110,https://mttmarket.com/users/5554cbf80cf24036f37b657c,JomoIungma,1138.0,2256.73,12441.75,14698.48,18.14,26.35,10.93,21.53,4266.0,1000.33,8.8,9707.77,49.08,25.85,2005.0,351.15,11.37,3845.16,36.81,16.87
111,https://mttmarket.com/users/553104960cf26d1eaea38dce,iMurik888,106.0,24.77,496.9,521.67,4.98,-6.63,4.69,22.64,5173.0,904.92,2.13,4968.38,48.06,45.02,2006.0,273.59,1.78,1949.11,49.96,54.62
112,https://mttmarket.com/users/560435ff61ccb62d94e77075,blackmoneyx,181.0,-672.29,1883.2,1210.91,-35.7,-42.95,10.4,22.65,916.0,2953.4,9.85,5419.7,24.43,60.06,238.0,407.38,9.12,1380.07,46.47,63.56
113,https://mttmarket.com/users/5443812f0cf24a5c0d7eb35f,Radin,3336.0,9419.28,19661.37,29080.65,47.91,48.11,5.89,19.99,15711.0,985.13,2.57,15994.49,43.03,39.54,2742.0,326.7,4.93,7646.54,72.5,56.55
114,https://mttmarket.com/users/537b32d00cf2c8120d3e0cbf,drunkym0nkey,4584.0,14598.47,55545.68,70144.15,26.28,31.48,12.12,20.05,6369.0,1606.38,7.51,18419.36,57.54,38.52,2071.0,432.54,11.01,8715.11,38.42,38.21
115,https://mttmarket.com/users/553d9ebe0cf26d1eaea65ebc,Revolver,549.0,300.71,5083.1,5383.81,5.92,16.1,9.26,17.85,20564.0,787.04,7.7,30428.54,25.56,19.21,1596.0,320.63,8.82,-4035.04,-3.51,-28.67
116,https://mttmarket.com/users/55360d190cf26d1eaea49faf,Sytnik,857.0,1760.18,6507.87,8268.05,27.05,33.44,7.59,25.44,4754.0,3486.7,5.29,6982.33,29.81,27.79,759.0,427.9,5.58,1224.08,65.93,28.91
118,https://mttmarket.com/users/556c52de0cf2a06f7748a51e,ndima,1160.0,2402.76,9123.88,11526.64,26.33,25.13,7.87,34.05,13795.0,3477.62,8.27,16284.26,28.7,14.28,850.0,427.38,8.94,907.49,34.03,11.94
119,https://mttmarket.com/users/53b17f950cf2c8120d45dbb2,Dartuha,1140.0,496.98,6429.31,6926.29,7.73,18.98,5.64,18.33,12052.0,1404.24,2.05,1253.69,26.56,5.07,1724.0,232.96,3.8,936.08,40.43,14.28
124,https://mttmarket.com/users/5575d3e10cf28887159c3817,Scombat,1126.0,11363.08,5434.87,16797.95,209.08,102.55,4.83,21.4,7232.0,3994.39,9.93,26828.6,28.21,37.37,643.0,531.32,5.74,1981.18,60.04,53.67
126,https://mttmarket.com/users/532ca3935200008d4da9c533,OtDushi,2932.0,21624.34,136423.17,158047.51,15.85,24.96,46.53,20.12,4106.0,1395.05,28.5,29222.37,38.23,24.97,1029.0,314.99,50.92,-1112.51,13.23,-2.12
127,https://mttmarket.com/users/54eee3a90cf22b7780472da2,AHTOCb,1560.0,6933.09,34554.42,41487.51,20.06,38.03,22.15,23.78,15665.0,2904.99,11.75,41060.77,44.6,22.3,3597.0,472.69,16.43,11396.87,30.28,19.28
129,https://mttmarket.com/users/5565d9b30cf25c1c3c037c32,drobish23,646.0,48.95,4731.1,4780.05,1.03,4.78,7.32,21.05,3987.0,1746.79,2.85,1335.31,38.94,11.76,983.0,263.72,3.79,706.06,25.27,18.93
130,https://mttmarket.com/users/549da30f0cf23c3abe0cbd63,Ckopo6oraTbIu,1225.0,-1231.42,13946.39,12714.97,-8.83,14.09,11.38,21.06,12302.0,2529.72,6.75,11341.67,32.77,13.66,1902.0,345.98,9.18,40.57,41.0,0.23
132,https://mttmarket.com/users/55f2d77c61ccb66d2f37f313,advenator,290.0,623.08,1545.37,2168.45,40.32,32.77,5.33,19.66,2221.0,1711.68,3.9,339.97,3.5,3.93,1276.0,211.83,4.23,974.71,35.76,18.07
