BI,BI_actual,Unnamed: 0,cashes,coef,item_info,link,player_part,sell_left,shit,stakeback,start_date,status,tournaments,usr_name
1092.75,397.1,25,69.18,1.16,https://mttmarket.com/packets/item/561e780a61ccb61d88c1d66b,https://mttmarket.com/users/54eb6a500cf22b7780462624,30.0,0.0,,,14.10.2015,-327.92,38,managa
129.4,107.4,26,79.75,1.15,https://mttmarket.com/packets/item/561cdb4361ccb61301fc9bad,https://mttmarket.com/users/55965ea00cf2d95aabafda28,25.0,0.0,,,14.10.2015,-27.65,22,ignatik
691.3,665.3,27,1176.81,1.16,https://mttmarket.com/packets/item/56182ad861ccb67d3fc1f58b,https://mttmarket.com/users/559d77630cf2d95aabb270cd,68.5,0.0,,,14.10.2015,511.51,39,Bioinformix
55.0,55.0,28,0.0,1.19,https://mttmarket.com/packets/item/561e7af161ccb61da06d0c4e,https://mttmarket.com/users/5538b38a0cf26d1eaea58b80,50.0,0.0,,,14.10.2015,-55.0,1,danissimovip
225.6,193.3,29,10.1,1.15,https://mttmarket.com/packets/item/561cd19861ccb612cb363dcc,https://mttmarket.com/users/55c8cabb61ccb60c8eaf4748,50.0,0.0,,,14.10.2015,-183.2,24,douglas
845.8,613.5,30,191.32,1.16,https://mttmarket.com/packets/item/561d2c5161ccb617b51b5782,https://mttmarket.com/users/54ebbf270cf22b7780463868,52.0,0.0,,,14.10.2015,-422.18,31,TuzMan23
152.83,134.83,31,223.84,1.15,https://mttmarket.com/packets/item/561cf33061ccb6140c75284b,https://mttmarket.com/users/555b4bfa0cf2820a8e3c9792,50.0,0.0,,,14.10.2015,89.01,29,KeryaSvyatoi
145.5,115.5,32,293.5,1.17,https://mttmarket.com/packets/item/5619990e61ccb6034ee2861c,https://mttmarket.com/users/55ffd0e261ccb61ce92dd9fb,45.0,0.0,,,14.10.2015,178.0,25,laybacklol
355.01,344.61,33,79.56,1.17,https://mttmarket.com/packets/item/561be09b61ccb60f5772d07a,https://mttmarket.com/users/53764f6b0cf2c8120d3d4e7f,50.0,0.0,,,14.10.2015,-265.05,30,amanskiy
246.0,246.0,34,388.65,1.16,https://mttmarket.com/packets/item/561be42e61ccb60f7264a01f,https://mttmarket.com/users/55bbf12e61ccb60059523268,76.95,0.0,,,14.10.2015,142.65,3,master.zuev
118.9,118.9,35,51.87,1.15,https://mttmarket.com/packets/item/561c098061ccb6104d162210,https://mttmarket.com/users/54e4935f0cf2aad4ad50dc80,50.0,0.0,,,14.10.2015,-67.03,21,drawzee
1354.8,796.7,36,298.0,1.16,https://mttmarket.com/packets/item/561da45761ccb619cba595fb,https://mttmarket.com/users/5411600c0cf2295303680d0f,50.0,0.0,,,14.10.2015,-498.7,37,F14
491.9,128.4,37,46.91,1.18,https://mttmarket.com/packets/item/561e44d761ccb61c53995e00,https://mttmarket.com/users/549bdc8e0cf23c3abe0c1f03,30.0,0.0,,,14.10.2015,-81.49,49,bblk
123.87,116.37,38,143.67,1.15,https://mttmarket.com/packets/item/561e530561ccb61cc95bc121,https://mttmarket.com/users/555ef8880cf2820a8e3d8b32,50.0,0.0,,,14.10.2015,27.3,26,Luckybet101
329.3,220.3,39,139.5,1.16,https://mttmarket.com/packets/item/561e5f6461ccb61d0ea1c224,https://mttmarket.com/users/536e2e620cf2586a08501922,40.0,0.0,,,14.10.2015,-80.8,21,FILTH
376.1,329.1,40,108.04,1.15,https://mttmarket.com/packets/item/561b028d61ccb60b2212d643,https://mttmarket.com/users/55a66e790cf2c4481c7c5cc1,33.5,0.0,,,14.10.2015,-221.06,35,zum-zum077
348.2,313.21,41,249.69,1.16,https://mttmarket.com/packets/item/561b887061ccb60d44d79ad9,https://mttmarket.com/users/5576dfdb0cf28887159c7136,30.0,0.0,,,14.10.2015,-63.52,38,plush0
325.08,270.38,42,466.62,1.16,https://mttmarket.com/packets/item/561ba54d61ccb60de1a0c9f3,https://mttmarket.com/users/54a29d6b0cf23c2fa9bd5ce6,50.0,0.0,,,14.10.2015,196.24,36,regisser
422.0,279.8,43,206.01,1.17,https://mttmarket.com/packets/item/561bdfbd61ccb60f5772d079,https://mttmarket.com/users/55bbf12e61ccb60059523268,40.0,0.0,,,14.10.2015,-73.79,43,master.zuev
577.5,533.5,44,78.63,1.16,https://mttmarket.com/packets/item/561c28ef61ccb610c33adb4d,https://mttmarket.com/users/5569d34b0cf25c1c3c0449c7,50.0,0.0,,,14.10.2015,-454.87,38,pycckuii
224.15,70.84,45,64.5,1.16,https://mttmarket.com/packets/item/561ae2d861ccb607d1d18e89,https://mttmarket.com/users/55ad35e861ccb6000f5e58de,50.0,0.0,,,14.10.2015,-6.34,33,bruini
650.34,461.97,46,926.34,1.17,https://mttmarket.com/packets/item/561be25c61ccb60f5772d07b,https://mttmarket.com/users/53bfc9550cf2e09139ecace7,50.0,0.0,,,14.10.2015,464.37,30,jenia007
573.2,218.58,47,0.0,1.17,https://mttmarket.com/packets/item/561d88c161ccb61962bbc6f6,https://mttmarket.com/users/53c6427b0cf25b8ee9711c18,40.0,0.0,,,14.10.2015,-218.58,30,stav_nuts
719.7,487.2,48,317.9,1.15,https://mttmarket.com/packets/item/561da6f561ccb619d5cbc503,https://mttmarket.com/users/53955e070cf2c8120d41c860,53.5,0.0,,,14.10.2015,-169.3,35,Депутат
357.63,203.39,49,290.0,1.15,https://mttmarket.com/packets/item/561e398e61ccb61c06af49c1,https://mttmarket.com/users/5535460f0cf26d1eaea4774e,84.0,0.0,,,14.10.2015,86.61,13,SkyWorker
1013.57,1001.5,50,496.79,1.17,https://mttmarket.com/packets/item/561e249161ccb61ba5ee8579,https://mttmarket.com/users/555c4f7a0cf2820a8e3cd56d,50.0,0.0,,,14.10.2015,-504.71,43,bleenk
493.3,390.5,51,352.63,1.16,https://mttmarket.com/packets/item/561dae5e61ccb619f9720a49,https://mttmarket.com/users/555f83450cf25c1c3c024b9b,50.0,0.0,,,14.10.2015,-37.87,30,Johnsonsb4be
188.8,188.8,52,88.0,1.16,https://mttmarket.com/packets/item/56195b0161ccb6027385fe3a,https://mttmarket.com/users/55e9efc961ccb645168ac878,30.0,0.0,,,14.10.2015,-100.8,21,skandaryunes
222.8,188.3,53,121.67,1.16,https://mttmarket.com/packets/item/561c288861ccb610cecfccef,https://mttmarket.com/users/55f7333261ccb67d24b35883,35.0,0.0,,,14.10.2015,-66.63,28,krowelly
128.6,120.6,54,744.11,1.15,https://mttmarket.com/packets/item/561d83ae61ccb61941463575,https://mttmarket.com/users/55e5836e61ccb62ea9f22fee,50.0,0.0,,,14.10.2015,623.51,23,zago
224.23,93.69,55,20.83,1.16,https://mttmarket.com/packets/item/561e363461ccb61c030a8b3f,https://mttmarket.com/users/54ba43710cf2ef809cce0018,50.0,0.0,,,14.10.2015,-72.86,29,APE66
131.1,121.6,56,153.06,1.16,https://mttmarket.com/packets/item/561e3e9d61ccb61c35c0cb52,https://mttmarket.com/users/556cbc150cf2a06f7748d44a,50.0,0.0,,,14.10.2015,31.46,23,Jonny_Rixter
1494.4,894.11,57,306.85,1.18,https://mttmarket.com/packets/item/561cf8c661ccb61485256860,https://mttmarket.com/users/543033f50cf2c31f2c2793a4,50.0,0.0,,,14.10.2015,-587.26,59,Noorgle
184.4,164.4,58,65.32,1.16,https://mttmarket.com/packets/item/561e336a61ccb61bf6d74844,https://mttmarket.com/users/557d8cf30cf28887159dfa6e,66.0,0.0,,,14.10.2015,-99.08,14,Rockdarkstar
174.7,148.0,59,43.43,1.16,https://mttmarket.com/packets/item/561e09ed61ccb61ad05745b3,https://mttmarket.com/users/55891ffc0cf2888715a32b8e,50.0,0.0,,,14.10.2015,-104.57,23,Bekishev
342.0,259.2,60,631.34,1.16,https://mttmarket.com/packets/item/5619c38161ccb603a28960d8,https://mttmarket.com/users/537800600cf2c8120d3d8eed,50.0,0.0,,,11.10.2015,372.14,37,Crock
289.97,245.1,61,172.94,1.15,https://mttmarket.com/packets/item/561a2ab961ccb604c558f9c8,https://mttmarket.com/users/5457f2620cf24a5c0d853d24,40.0,0.0,,,11.10.2015,-72.16,37,Glewellin17
187.17,147.79,62,130.74,1.15,https://mttmarket.com/packets/item/561a6ad061ccb605fdefb6eb,https://mttmarket.com/users/5565a6b70cf25c1c3c036d36,50.0,0.0,,,11.10.2015,-17.05,20,Shpocker
1181.62,778.4,63,503.88,1.18,https://mttmarket.com/packets/item/561a71b861ccb60631e33314,https://mttmarket.com/users/53dbaf830cf2295303592036,50.0,0.0,,,11.10.2015,-274.52,34,Bectolo4
125.3,119.3,64,182.81,1.16,https://mttmarket.com/packets/item/5619467961ccb6021c36c57b,https://mttmarket.com/users/55645da20cf25c1c3c0328bd,20.0,0.0,,,11.10.2015,63.51,14,helios
679.1,629.1,65,2169.39,1.16,https://mttmarket.com/packets/item/56194c0f61ccb602171ae76d,https://mttmarket.com/users/54ebbf270cf22b7780463868,40.0,0.0,,,11.10.2015,1540.29,24,TuzMan23
736.4,700.4,66,438.73,1.16,https://mttmarket.com/packets/item/56128d8061ccb660e5461af6,https://mttmarket.com/users/559d77630cf2d95aabb270cd,50.0,0.0,,,11.10.2015,-261.67,34,Bioinformix
99.08,99.08,67,4.93,1.15,https://mttmarket.com/packets/item/561705c861ccb67907b6a133,https://mttmarket.com/users/55c275b361ccb60014407cc7,50.0,0.0,,,11.10.2015,-94.15,19,cherv26
363.0,164.18,68,788.63,1.18,https://mttmarket.com/packets/item/56170fd161ccb6792b37b4e6,https://mttmarket.com/users/53c8e4970cf25b8ee971a85f,50.0,0.0,,,11.10.2015,624.45,21,Kventin92
392.0,343.5,69,71.77,1.15,https://mttmarket.com/packets/item/5617f47061ccb67c7621276a,https://mttmarket.com/users/55aff4fa61ccb60011d702f8,50.0,0.0,,,11.10.2015,-271.73,40,dmitry83
621.5,426.97,70,706.54,1.15,https://mttmarket.com/packets/item/56182cc961ccb67d48d8db28,https://mttmarket.com/users/55b774d761ccb60012f31507,50.0,0.0,,,11.10.2015,279.57,44,angerr
592.0,592.0,71,843.89,1.16,https://mttmarket.com/packets/item/5618d8dc61ccb67f2575d9f8,https://mttmarket.com/users/52b32f4b5a00006002eb24df,40.0,0.0,,,11.10.2015,251.89,3,NikAs
231.86,175.32,72,151.86,1.16,https://mttmarket.com/packets/item/56198ad961ccb6031ea3e728,https://mttmarket.com/users/557aae350cf28887159d57f2,50.0,0.0,,,11.10.2015,-23.46,19,Tarh
491.9,178.22,73,48.79,1.17,https://mttmarket.com/packets/item/561a114e61ccb604804aa50a,https://mttmarket.com/users/549bdc8e0cf23c3abe0c1f03,30.0,0.0,,,11.10.2015,-129.43,49,bblk
134.64,123.5,74,12.22,1.16,https://mttmarket.com/packets/item/561a2b8b61ccb604d56e30a5,https://mttmarket.com/users/5532a25d0cf26d1eaea3d260,50.0,0.0,,,11.10.2015,-111.28,22,nik1020
395.9,329.6,75,129.68,1.18,https://mttmarket.com/packets/item/561a471861ccb6056b6c36a8,https://mttmarket.com/users/5457ce390cf24a5c0d8533a3,34.0,0.0,,,11.10.2015,-199.92,20,matters71
505.52,424.12,76,76.3,1.17,https://mttmarket.com/packets/item/561a504261ccb6057588d675,https://mttmarket.com/users/5424bde20cf22953036f7c3a,50.0,0.0,,,11.10.2015,-347.82,24,Aleks13
98.0,83.6,77,117.3,1.16,https://mttmarket.com/packets/item/561a55c361ccb605a3ad29df,https://mttmarket.com/users/556d90530cf2a06f774995f6,50.0,0.0,,,11.10.2015,33.7,13,parfen1111
261.94,170.6,78,83.7,1.15,https://mttmarket.com/packets/item/561a61a861ccb605d3f13ffd,https://mttmarket.com/users/556eb6c90cf2a06f774a60ee,40.0,0.0,,,11.10.2015,-86.9,32,marat2302
0.88,0.88,79,0.0,1.17,https://mttmarket.com/packets/item/561a6c0b61ccb6060e92c9e6,https://mttmarket.com/users/545a67f70cf24a5c0d85e61f,50.0,0.0,,,11.10.2015,-0.88,1,Vzyatkov073
190.75,190.75,80,67.34,1.16,https://mttmarket.com/packets/item/5615813261ccb67328ebea62,https://mttmarket.com/users/557ed7200cf28887159e8b77,50.0,0.0,,,08.10.2015,-123.41,29,TomCoep
325.08,313.88,81,1879.65,1.16,https://mttmarket.com/packets/item/56128b6b61ccb660d9dbf1b8,https://mttmarket.com/users/54a29d6b0cf23c2fa9bd5ce6,49.0,0.0,,,08.10.2015,1565.77,36,regisser
270.06,63.92,82,75.28,1.16,https://mttmarket.com/packets/item/5614524661ccb66e71754300,https://mttmarket.com/users/55ad35e861ccb6000f5e58de,50.0,0.0,,,08.10.2015,11.36,36,bruini
577.5,550.0,83,1649.08,1.16,https://mttmarket.com/packets/item/561550a961ccb6725f660c71,https://mttmarket.com/users/5569d34b0cf25c1c3c0449c7,35.0,0.0,,,08.10.2015,1099.08,38,pycckuii
127.53,86.02,84,90.61,1.15,https://mttmarket.com/packets/item/56166a8861ccb6767f4800e1,https://mttmarket.com/users/5565a6b70cf25c1c3c036d36,50.0,0.0,,,08.10.2015,4.59,25,Shpocker
569.75,428.25,85,300.15,1.17,https://mttmarket.com/packets/item/5612bb3b61ccb6624512d4fe,https://mttmarket.com/users/53bfc9550cf2e09139ecace7,50.0,0.0,,,08.10.2015,-128.1,27,jenia007
774.1,569.4,86,1162.52,1.15,https://mttmarket.com/packets/item/5615a4d261ccb673a4931de9,https://mttmarket.com/users/53955e070cf2c8120d41c860,54.0,0.0,,,08.10.2015,593.12,36,Депутат
114.01,114.01,87,40.8,1.16,https://mttmarket.com/packets/item/5615a97461ccb673c44f3955,https://mttmarket.com/users/556490cf0cf25c1c3c0335ce,50.0,0.0,,,08.10.2015,-73.21,23,Arkalis
150.3,128.8,88,23.43,1.17,https://mttmarket.com/packets/item/5612d16261ccb662dbb3387d,https://mttmarket.com/users/56024d5461ccb62671b9b284,20.0,0.0,,,08.10.2015,-105.37,22,k king
592.0,524.14,89,45.96,1.17,https://mttmarket.com/packets/item/561670c661ccb67691958f9e,https://mttmarket.com/users/5436d0a20cf2c31f2c2961a8,50.0,0.0,,,08.10.2015,-478.18,19,hichnick777
247.88,180.08,90,736.33,1.15,https://mttmarket.com/packets/item/56166b5e61ccb67682c485c3,https://mttmarket.com/users/5535460f0cf26d1eaea4774e,80.0,0.0,,,08.10.2015,556.25,10,SkyWorker
103.95,103.95,91,636.56,1.15,https://mttmarket.com/packets/item/5612d12d61ccb662c00fa9ed,https://mttmarket.com/users/55c275b361ccb60014407cc7,50.0,0.0,,,08.10.2015,532.61,18,cherv26
462.4,431.4,92,144.96,1.15,https://mttmarket.com/packets/item/5615fa1461ccb674995cc8e7,https://mttmarket.com/users/55bcb12261ccb6022d3d2f10,50.0,0.0,,,08.10.2015,-286.44,23,serjvikt
147.1,130.9,93,57.76,1.15,https://mttmarket.com/packets/item/5616497d61ccb675e08bffd4,https://mttmarket.com/users/55cd320361ccb60bf5ef534f,50.0,0.0,,,08.10.2015,-73.14,26,sergey260594
181.6,177.6,94,358.14,1.16,https://mttmarket.com/packets/item/5616524761ccb675f0ef97ce,https://mttmarket.com/users/556cbc150cf2a06f7748d44a,50.0,0.0,,,08.10.2015,180.54,28,Jonny_Rixter
226.43,117.63,95,244.56,1.16,https://mttmarket.com/packets/item/5616593261ccb6761afbbbb5,https://mttmarket.com/users/54ba43710cf2ef809cce0018,50.0,0.0,,,08.10.2015,126.93,30,APE66
239.31,142.9,96,102.61,1.17,https://mttmarket.com/packets/item/56165c2d61ccb67619cbdd97,https://mttmarket.com/users/541ebfc20cf22953036c82e2,50.0,0.0,,,08.10.2015,-40.29,24,Senheiser
199.9,38.4,97,0.0,1.16,https://mttmarket.com/packets/item/5612d39461ccb662e7a79bd6,https://mttmarket.com/users/5581ce4a0cf28887159f72a7,20.0,0.0,,,08.10.2015,-38.4,27,Stalpan
1494.4,0.0,98,0.0,1.18,https://mttmarket.com/packets/item/5614f1c161ccb67061465cd2,https://mttmarket.com/users/543033f50cf2c31f2c2793a4,64.4,0.0,,,08.10.2015,0.0,59,Noorgle
230.3,205.2,99,9.53,1.16,https://mttmarket.com/packets/item/5613456961ccb6646df15c85,https://mttmarket.com/users/55e9efc961ccb645168ac878,30.0,0.0,,,08.10.2015,-195.67,25,skandaryunes
877.6,877.6,100,965.06,1.18,https://mttmarket.com/packets/item/5613c17d61ccb6694232a4dd,https://mttmarket.com/users/558aed3e0cf2888715a3f7f7,34.0,0.0,,,08.10.2015,87.46,26,L_Scola
163.7,75.4,101,42.92,1.16,https://mttmarket.com/packets/item/56163e1361ccb675b686a828,https://mttmarket.com/users/55891ffc0cf2888715a32b8e,50.0,0.0,,,08.10.2015,-32.48,22,Bekishev
180.91,143.8,102,61.14,1.15,https://mttmarket.com/packets/item/561384ce61ccb6652a566518,https://mttmarket.com/users/5531265c0cf26d1eaea394db,40.0,0.0,,,08.10.2015,-82.66,30,modu1us
97.7,91.7,103,45.28,1.15,https://mttmarket.com/packets/item/56157a0761ccb672f9cb6def,https://mttmarket.com/users/55e5836e61ccb62ea9f22fee,50.0,0.0,,,08.10.2015,-46.42,14,zago
137.9,111.5,104,139.87,1.15,https://mttmarket.com/packets/item/5615697861ccb672b6a0c8e1,https://mttmarket.com/users/55b78f3861ccb600db439570,40.0,0.0,,,08.10.2015,28.37,26,bean paul
310.44,276.03,105,126.16,1.16,https://mttmarket.com/packets/item/5612818761ccb6607db50a2e,https://mttmarket.com/users/554bd3a50cf2bb0785a3887c,50.0,0.0,,,08.10.2015,-149.87,20,ZIG
777.0,752.0,106,319.33,1.16,https://mttmarket.com/packets/item/5612aded61ccb661cd8b4ed9,https://mttmarket.com/users/559d77630cf2d95aabb270cd,50.0,0.0,,,08.10.2015,-432.67,46,Bioinformix
1432.3,1294.67,107,1747.09,1.17,https://mttmarket.com/packets/item/56138d6a61ccb665c3ec1f53,https://mttmarket.com/users/52b58ec63800004311d835ed,22.0,0.0,,,08.10.2015,452.42,46,KAMSHULER
941.4,848.0,108,2296.24,1.16,https://mttmarket.com/packets/item/5614c02061ccb66fc255f9c9,https://mttmarket.com/users/536e0f9e0cf2c15ecd6feb06,50.0,0.0,,,08.10.2015,1448.24,44,robi
139.3,109.6,109,50.04,1.16,https://mttmarket.com/packets/item/56160f8561ccb6750214e702,https://mttmarket.com/users/556d90530cf2a06f774995f6,55.0,0.0,,,08.10.2015,-59.56,20,parfen1111
971.0,246.8,110,258.83,1.15,https://mttmarket.com/packets/item/56163db361ccb675bca7c5b2,https://mttmarket.com/users/5554cbf80cf24036f37b657c,50.0,0.0,,,08.10.2015,12.03,87,JomoIungma
102.5,72.0,111,178.93,1.15,https://mttmarket.com/packets/item/5616498061ccb675c8ca3c91,https://mttmarket.com/users/553104960cf26d1eaea38dce,35.0,0.0,,,08.10.2015,106.93,18,iMurik888
218.0,154.2,112,7.5,1.16,https://mttmarket.com/packets/item/56139e7561ccb666bd99d0b5,https://mttmarket.com/users/560435ff61ccb62d94e77075,50.0,0.0,,,08.10.2015,-146.7,20,blackmoneyx
260.5,133.11,113,40.19,1.16,https://mttmarket.com/packets/item/561636fb61ccb67587758b01,https://mttmarket.com/users/5443812f0cf24a5c0d7eb35f,50.0,0.0,,,08.10.2015,-92.92,29,Radin
230.6,230.6,114,182.11,1.17,https://mttmarket.com/packets/item/5616300561ccb675622c6b5d,https://mttmarket.com/users/537b32d00cf2c8120d3e0cbf,25.0,0.0,,,08.10.2015,-48.49,12,drunkym0nkey
176.1,147.1,115,55.52,1.16,https://mttmarket.com/packets/item/5615c8de61ccb6742465a31c,https://mttmarket.com/users/553d9ebe0cf26d1eaea65ebc,50.0,0.0,,,08.10.2015,-91.58,18,Revolver
41.7,33.7,116,0.0,1.16,https://mttmarket.com/packets/item/5616235761ccb67550795f0e,https://mttmarket.com/users/55360d190cf26d1eaea49faf,50.0,0.0,,,08.10.2015,-33.7,3,Sytnik
89.3,77.95,117,204.23,1.16,https://mttmarket.com/packets/item/5614150e61ccb66cf4eaf105,https://mttmarket.com/users/55673e9d0cf25c1c3c03cee9,32.0,0.0,,,08.10.2015,126.28,12,multison375
239.4,172.3,118,230.96,1.16,https://mttmarket.com/packets/item/5614c01f61ccb66fcb76ee49,https://mttmarket.com/users/556c52de0cf2a06f7748a51e,50.0,0.0,,,08.10.2015,58.66,27,ndima
206.02,164.43,119,458.0,1.17,https://mttmarket.com/packets/item/56155c0f61ccb67298c14b43,https://mttmarket.com/users/53b17f950cf2c8120d45dbb2,26.0,0.0,,,08.10.2015,293.57,31,Dartuha
114.01,114.01,120,22.79,1.16,https://mttmarket.com/packets/item/56144b3461ccb66e5f0c67c0,https://mttmarket.com/users/556490cf0cf25c1c3c0335ce,50.0,0.0,,,07.10.2015,-91.22,23,Arkalis
855.1,632.7,121,77.19,1.15,https://mttmarket.com/packets/item/5614551661ccb66e7717b9d8,https://mttmarket.com/users/53955e070cf2c8120d41c860,64.0,0.0,,,07.10.2015,-555.51,38,Депутат
352.95,325.5,122,97.2,1.16,https://mttmarket.com/packets/item/561483a961ccb66f32a80a59,https://mttmarket.com/users/5576dfdb0cf28887159c7136,30.0,0.0,,,07.10.2015,-228.3,38,plush0
226.43,119.41,123,72.13,1.16,https://mttmarket.com/packets/item/56151e7661ccb6716067a7e7,https://mttmarket.com/users/54ba43710cf2ef809cce0018,50.0,0.0,,,07.10.2015,-47.28,30,APE66
70.26,70.26,124,46.23,1.16,https://mttmarket.com/packets/item/561520d761ccb6716908c454,https://mttmarket.com/users/5575d3e10cf28887159c3817,50.0,0.0,,,07.10.2015,-24.03,16,Scombat
696.97,468.56,125,79.83,1.17,https://mttmarket.com/packets/item/56151b8c61ccb6715d73fbed,https://mttmarket.com/users/555c4f7a0cf2820a8e3cd56d,50.0,0.0,,,07.10.2015,-388.73,35,bleenk
990.41,941.18,126,225.02,1.19,https://mttmarket.com/packets/item/56146b9761ccb66ebc1c90ff,https://mttmarket.com/users/532ca3935200008d4da9c533,50.0,0.0,,,07.10.2015,-716.16,22,OtDushi
2173.69,1874.62,127,2308.72,1.17,https://mttmarket.com/packets/item/56128a4e61ccb660be85f304,https://mttmarket.com/users/54eee3a90cf22b7780472da2,40.0,0.0,,,07.10.2015,434.1,62,AHTOCb
