Unnamed: 0,Unnamed: 0.1,link,usr_name,start_date,BI,tournaments,coef,stakeback,player_part,sell_left,status,item_info,shit,BI_actual,Cashes
0,220,https://mttmarket.com/users/5565a6b70cf25c1c3c036d36,Shpocker,20.09.2015,106.8,15,1.15,,25.0,0.0,-59.77,https://mttmarket.com/packets/item/55fea1b261ccb6190e358273,,100.8,41.03
1,221,https://mttmarket.com/users/559d77630cf2d95aabb270cd,Bioinformix,20.09.2015,681.9,31,1.16,,50.0,0.0,-116.64,https://mttmarket.com/packets/item/55f92f2a61ccb604cc1517cd,,645.9,529.26
2,222,https://mttmarket.com/users/55ae596c61ccb6000e13603e,maximusaces2,20.09.2015,397.4,57,1.16,,50.0,0.0,-339.56,https://mttmarket.com/packets/item/55fa184661ccb609131b4d53,,397.4,57.84
3,223,https://mttmarket.com/users/55a66e790cf2c4481c7c5cc1,zum-zum077,20.09.2015,204.3,18,1.15,,25.0,0.0,-141.57,https://mttmarket.com/packets/item/55fa9e0661ccb60a6fbc30dd,,198.1,56.53
4,225,https://mttmarket.com/users/55b774d761ccb60012f31507,angerr,20.09.2015,515.3,41,1.15,,50.0,0.0,-197.15,https://mttmarket.com/packets/item/55fc840361ccb612288caa7d,,320.0,122.85
5,226,https://mttmarket.com/users/55aff4fa61ccb60011d702f8,dmitry83,20.09.2015,355.1,36,1.15,,50.0,0.0,-58.71,https://mttmarket.com/packets/item/55fd308e61ccb613c23166a4,,334.1,275.39
6,228,https://mttmarket.com/users/53a040220cf2c8120d43379c,xquizzza,20.09.2015,500.1,35,1.15,,40.0,0.0,-160.67,https://mttmarket.com/packets/item/55fdcadd61ccb616265b1b16,,468.1,307.43
7,229,https://mttmarket.com/users/55eebec761ccb65540d2383a,nur1ck,20.09.2015,215.0,1,1.15,,80.0,0.0,-215.0,https://mttmarket.com/packets/item/55fe4fae61ccb6176770dcf1,,215.0,0.0
8,230,https://mttmarket.com/users/5457ce390cf24a5c0d8533a3,matters71,20.09.2015,474.9,18,1.18,,34.0,0.0,-308.44,https://mttmarket.com/packets/item/55fea83f61ccb61923e0088c,,366.0,57.56
9,231,https://mttmarket.com/users/542d594c0cf2c31f2c266ac9,papa_af_true,20.09.2015,74.35,9,1.17,,50.0,0.0,-43.42,https://mttmarket.com/packets/item/55febc3661ccb6197b580714,,74.35,30.93
10,232,https://mttmarket.com/users/555ef8880cf2820a8e3d8b32,Luckybet101,20.09.2015,205.56,14,1.15,,50.0,0.0,-148.66,https://mttmarket.com/packets/item/55febd2461ccb619a1c63934,,192.22,43.56
11,233,https://mttmarket.com/users/542d594c0cf2c31f2c266ac9,papa_af_true,20.09.2015,351.77,40,1.17,,50.0,0.0,-31.83,https://mttmarket.com/packets/item/55febd3961ccb6198d33420e,,221.87,190.04
12,235,https://mttmarket.com/users/55cfcc9061ccb6133155fcad,mnevezet2015,20.09.2015,193.2,15,1.18,,25.0,0.0,-115.04,https://mttmarket.com/packets/item/55f5341461ccb6756b7f18c7,,145.2,30.16
13,236,https://mttmarket.com/users/54a29d6b0cf23c2fa9bd5ce6,regisser,20.09.2015,265.14,25,1.16,,50.0,0.0,30.29,https://mttmarket.com/packets/item/55f66bdc61ccb679672de08b,,265.14,295.43
14,237,https://mttmarket.com/users/537d2c0b0cf2c8120d3e6047,AwadeuS,20.09.2015,577.0,37,1.16,,20.0,0.0,-367.95,https://mttmarket.com/packets/item/55fd4da861ccb61422de8695,,424.7,56.75
15,238,https://mttmarket.com/users/533436bd52000058c1a9c6b7,arecibo_eye,20.09.2015,482.2,35,1.18,,55.0,0.0,-251.0,https://mttmarket.com/packets/item/55fdb3c861ccb615f077a805,,330.9,79.9
16,239,https://mttmarket.com/users/55360d190cf26d1eaea49faf,Sytnik,20.09.2015,195.5,14,1.16,,50.0,0.0,-98.6,https://mttmarket.com/packets/item/55fe993461ccb618d28ecf64,,192.5,93.9
17,420,https://mttmarket.com/users/54eb6a500cf22b7780462624,managa,20.09.2015,823.35,26,1.16,,30.0,0.0,-143.14,https://mttmarket.com/packets/item/55fec00461ccb619954b5204,,202.55,59.41
18,421,https://mttmarket.com/users/55bbf12e61ccb60059523268,master.zuev,20.09.2015,346.1,36,1.17,,45.0,0.0,355.75,https://mttmarket.com/packets/item/55fbea9061ccb60fb584d3cb,,316.1,671.85
19,422,https://mttmarket.com/users/53bfc9550cf2e09139ecace7,jenia007,20.09.2015,464.7,29,1.17,,50.0,0.0,-128.22,https://mttmarket.com/packets/item/55fc51b161ccb611835291c8,,334.84,206.62
20,423,https://mttmarket.com/users/55b944e061ccb6012efae3b1,vladdnepr,20.09.2015,156.2,28,1.16,,30.0,0.0,-55.99,https://mttmarket.com/packets/item/55fca66c61ccb6128b18859d,,131.1,75.11
21,424,https://mttmarket.com/users/5411600c0cf2295303680d0f,F14,20.09.2015,1278.1,41,1.16,,50.0,0.0,-439.3,https://mttmarket.com/packets/item/55faf04b61ccb60c0af90e92,,1013.4,574.1
22,426,https://mttmarket.com/users/53abd5490cf2c8120d44fbfe,itsNotFun,20.09.2015,391.9,24,1.16,,50.0,0.0,213.67,https://mttmarket.com/packets/item/55f9d7a261ccb60848044c7b,,275.9,489.57
23,427,https://mttmarket.com/users/55953fb60cf2d95aabaf3531,be_successful,20.09.2015,290.65,46,1.16,,20.0,0.0,19.43,https://mttmarket.com/packets/item/55fab09f61ccb60acc501931,,243.9,263.33
24,428,https://mttmarket.com/users/543d59990cf24a5c0d7c7ec5,OMG!agro,20.09.2015,457.45,23,1.15,,50.0,0.0,-309.47,https://mttmarket.com/packets/item/55fc728361ccb611fb1641fc,,389.38,79.91
25,429,https://mttmarket.com/users/555c4f7a0cf2820a8e3cd56d,bleenk,20.09.2015,902.92,38,1.17,,50.0,0.0,-294.53,https://mttmarket.com/packets/item/55fd395761ccb613c5df667e,,450.27,155.74
26,430,https://mttmarket.com/users/545a67f70cf24a5c0d85e61f,Vzyatkov073,20.09.2015,49.97,15,1.17,,50.0,0.0,251.37,https://mttmarket.com/packets/item/55fd900e61ccb61587dfc412,,31.97,283.34
27,431,https://mttmarket.com/users/5386467f0cf2c8120d3fcdf1,check90,20.09.2015,1050.0,34,1.16,,50.0,0.0,-770.7,https://mttmarket.com/packets/item/55fe91cb61ccb618af2a1927,,828.6,57.9
28,432,https://mttmarket.com/users/52b32f4b5a00006002eb24df,NikAs,20.09.2015,1672.38,28,1.19,,50.0,0.0,2788.26,https://mttmarket.com/packets/item/55fe9c1e61ccb618eea89316,,1573.38,4361.64
29,433,https://mttmarket.com/users/5527c9b60cf28d50eba1fcc4,Bigluckpls,20.09.2015,791.55,27,1.16,,83.0,0.0,-163.23,https://mttmarket.com/packets/item/55f98c0361ccb607013a3e84,,440.21,276.98
30,434,https://mttmarket.com/users/556eb6c90cf2a06f774a60ee,marat2302,20.09.2015,204.0,24,1.15,,40.0,0.0,142.46,https://mttmarket.com/packets/item/55f73d3461ccb67d4bfa92b8,,186.0,328.46
31,435,https://mttmarket.com/users/54eee3a90cf22b7780472da2,AHTOCb,20.09.2015,1445.76,66,1.17,,50.0,0.0,-538.69,https://mttmarket.com/packets/item/55faffc461ccb60c3d44f5cb,,1330.02,791.33
32,436,https://mttmarket.com/users/559bf11d0cf2d95aabb1f1f7,KASMETKO,20.09.2015,865.0,62,1.15,,25.0,0.0,-298.84,https://mttmarket.com/packets/item/55fb18d761ccb60c94447881,,550.6,251.76
33,437,https://mttmarket.com/users/54a2b47a0cf23c2fa9bd696d,kyzyldurrr,20.09.2015,512.3,30,1.16,,20.0,0.0,-429.76,https://mttmarket.com/packets/item/55fc56e361ccb61195458a1c,,493.86,64.1
34,438,https://mttmarket.com/users/532ca3935200008d4da9c533,OtDushi,20.09.2015,1249.61,21,1.19,,62.0,0.0,-833.74,https://mttmarket.com/packets/item/55fd5e1a61ccb6147c5a974e,,1135.61,301.87
35,439,https://mttmarket.com/users/549bdc8e0cf23c3abe0c1f03,bblk,20.09.2015,537.4,53,1.15,,30.0,0.0,-53.53,https://mttmarket.com/packets/item/55fe53b161ccb6177d641d57,,80.78,27.25
36,460,https://mttmarket.com/users/54a1bc060cf23c2fa9bcedf8,pian76,17.09.2015,27.7,5,1.16,,40.0,0.0,28.52,https://mttmarket.com/packets/item/55faf3b961ccb60c1b014161,,21.7,50.22
37,461,https://mttmarket.com/users/55ad35e861ccb6000f5e58de,bruini,17.09.2015,256.15,36,1.16,,50.0,0.0,53.61,https://mttmarket.com/packets/item/55faef6561ccb60bfb826bed,,140.08,193.69
38,463,https://mttmarket.com/users/557ec3370cf28887159e8407,petoose,17.09.2015,212.95,36,1.16,,30.0,0.0,233.73,https://mttmarket.com/packets/item/55f9823761ccb606da53320b,,104.75,338.48
39,464,https://mttmarket.com/users/55b774d761ccb60012f31507,angerr,17.09.2015,240.9,23,1.15,,50.0,0.0,-185.49,https://mttmarket.com/packets/item/55f99fb461ccb607611c2ade,,225.5,40.01
40,465,https://mttmarket.com/users/553d123c0cf26d1eaea65028,IGOR1010,17.09.2015,112.05,23,1.15,,50.0,0.0,-51.79,https://mttmarket.com/packets/item/55f99fd361ccb607611c2adf,,85.58,33.79
41,466,https://mttmarket.com/users/5576dfdb0cf28887159c7136,plush0,17.09.2015,304.6,33,1.16,,30.0,0.0,-247.83,https://mttmarket.com/packets/item/55fabbf961ccb60af32955bd,,302.1,54.27
42,467,https://mttmarket.com/users/55953fb60cf2d95aabaf3531,be_successful,17.09.2015,279.65,45,1.16,,20.0,0.0,-46.52,https://mttmarket.com/packets/item/55fadfd461ccb60ba7375067,,174.25,127.73
43,468,https://mttmarket.com/users/557ed7200cf28887159e8b77,TomCoep,17.09.2015,165.35,23,1.16,,50.0,0.0,-77.37,https://mttmarket.com/packets/item/55faec4e61ccb60bda664003,,165.35,87.98
44,469,https://mttmarket.com/users/55aff4fa61ccb60011d702f8,dmitry83,17.09.2015,232.3,25,1.15,,50.0,0.0,-138.16,https://mttmarket.com/packets/item/55fa09ed61ccb608fa595b53,,219.3,81.14
45,470,https://mttmarket.com/users/537252150cf2c8120d3ca38a,Jumanja777,17.09.2015,639.4,36,1.17,,50.0,0.0,9305.4,https://mttmarket.com/packets/item/55fae59e61ccb60bbc6bfa87,,364.8,9670.2
46,471,https://mttmarket.com/users/55a78be60cf2c4481c7cae76,rodevisto,17.09.2015,185.4,14,1.16,,25.0,0.0,-119.68,https://mttmarket.com/packets/item/55f98edd61ccb6071d32affa,,185.4,65.72
47,472,https://mttmarket.com/users/5411d2b60cf22953036831e9,silverbuttonlad,17.09.2015,163.9,22,1.17,,50.0,0.0,-113.74,https://mttmarket.com/packets/item/55fae28061ccb60bb79beed3,,163.9,50.16
48,473,https://mttmarket.com/users/554a21bc0cf2bb0785a32293,kolowsk1,17.09.2015,278.6,22,1.16,,40.0,0.0,-193.2,https://mttmarket.com/packets/item/55f602de61ccb67867547128,,208.2,15.0
49,474,https://mttmarket.com/users/5581ce4a0cf28887159f72a7,Stalpan,17.09.2015,263.9,32,1.16,,20.0,0.0,-169.66,https://mttmarket.com/packets/item/55f759b161ccb67da5353ecb,,225.9,56.24
50,475,https://mttmarket.com/users/54ebbf270cf22b7780463868,TuzMan23,17.09.2015,706.92,27,1.16,,50.0,0.0,658.13,https://mttmarket.com/packets/item/55fa3f6a61ccb6094eda5f67,,537.73,1195.86
51,477,https://mttmarket.com/users/537800600cf2c8120d3d8eed,Crock,17.09.2015,321.15,38,1.16,,50.0,0.0,-146.58,https://mttmarket.com/packets/item/55fadc3861ccb60b7d5f6b8b,,279.05,132.47
52,478,https://mttmarket.com/users/555deed30cf2820a8e3d3d6b,utaquake,17.09.2015,116.35,19,1.16,,30.0,0.0,-31.46,https://mttmarket.com/packets/item/55fab48d61ccb60ae101a4e6,,116.35,84.89
53,479,https://mttmarket.com/users/555b4bfa0cf2820a8e3c9792,KeryaSvyatoi,17.09.2015,128.94,25,1.15,,40.0,0.0,-24.0,https://mttmarket.com/packets/item/55f933cc61ccb60508f47648,,120.59,96.59
54,580,https://mttmarket.com/users/5563057d0cf25c1c3c02ed7b,iamhater,17.09.2015,101.1,19,1.16,,20.0,0.0,-50.43,https://mttmarket.com/packets/item/55fa10a261ccb608d7956b6a,,99.1,48.67
55,581,https://mttmarket.com/users/543033f50cf2c31f2c2793a4,Noorgle,17.09.2015,1494.4,59,1.18,,50.0,0.0,-299.36,https://mttmarket.com/packets/item/55f8079e61ccb67fe12e89fa,,495.32,195.96
56,582,https://mttmarket.com/users/54a7e2090cf23c2fa9bf2c94,Play_yyer99,17.09.2015,1036.7,61,1.17,,50.0,0.0,565.87,https://mttmarket.com/packets/item/55fa610561ccb609a8601017,,825.75,1391.62
57,583,https://mttmarket.com/users/55b1121561ccb60010e6dea0,beetle,17.09.2015,157.97,25,1.16,,20.0,0.0,-113.09,https://mttmarket.com/packets/item/55f9363a61ccb604f6f60596,,137.91,24.82
58,584,https://mttmarket.com/users/52b32f4b5a00006002eb24df,NikAs,17.09.2015,1460.32,28,1.19,,50.0,0.0,-1043.32,https://mttmarket.com/packets/item/55f9ecf361ccb60885dda696,,1296.52,253.2
59,585,https://mttmarket.com/users/53955e070cf2c8120d41c860,Депутат,17.09.2015,685.1,39,1.15,,60.0,0.0,-134.46,https://mttmarket.com/packets/item/55fa0b9561ccb608ecdab22d,,252.9,118.44
60,586,https://mttmarket.com/users/5531265c0cf26d1eaea394db,modu1us,17.09.2015,150.11,26,1.15,,50.0,0.0,11.44,https://mttmarket.com/packets/item/55f8d60f61ccb60419e3ab18,,150.1,161.54
61,587,https://mttmarket.com/users/554bd3a50cf2bb0785a3887c,ZIG,17.09.2015,262.93,16,1.16,,50.0,0.0,86.53,https://mttmarket.com/packets/item/55f6d11361ccb67b4bd01cc3,,239.19,325.72
62,588,https://mttmarket.com/users/5532a25d0cf26d1eaea3d260,nik1020,17.09.2015,141.4,23,1.16,,30.0,0.0,-79.96,https://mttmarket.com/packets/item/55f9e23261ccb608614a293e,,117.4,37.44
63,589,https://mttmarket.com/users/5443812f0cf24a5c0d7eb35f,Radin,17.09.2015,265.5,30,1.16,,50.0,0.0,398.52,https://mttmarket.com/packets/item/55fa892161ccb60a201f7071,,172.48,571.0
64,590,https://mttmarket.com/users/55360d190cf26d1eaea49faf,Sytnik,17.09.2015,14.3,2,1.16,,50.0,0.0,-4.65,https://mttmarket.com/packets/item/55fa8f6661ccb60a2735cb53,,14.3,9.65
65,591,https://mttmarket.com/users/55bcb12261ccb6022d3d2f10,serjvikt,17.09.2015,285.5,36,1.15,,50.0,0.0,39.77,https://mttmarket.com/packets/item/55f66de461ccb6796a3c097d,,228.6,268.37
66,592,https://mttmarket.com/users/557aa4a30cf28887159d5511,LEXTER,17.09.2015,205.25,42,1.16,,50.0,0.0,-72.02,https://mttmarket.com/packets/item/55fa744261ccb609e768950a,,156.45,84.43
67,593,https://mttmarket.com/users/559bf11d0cf2d95aabb1f1f7,KASMETKO,17.09.2015,434.0,45,1.15,,25.0,0.0,387.55,https://mttmarket.com/packets/item/55f80a8561ccb67fd5598223,,342.55,730.1
68,594,https://mttmarket.com/users/55965ea00cf2d95aabafda28,ignatik,17.09.2015,123.5,27,1.15,,20.0,0.0,-32.35,https://mttmarket.com/packets/item/55f92b3561ccb604b7def487,,42.0,9.65
69,595,https://mttmarket.com/users/55a1f9200cf2c4481c7a6e6a,Eddy James Kenway,17.09.2015,136.55,38,1.15,,20.0,0.0,135.38,https://mttmarket.com/packets/item/55f9aa0e61ccb607a305e2f1,,52.15,187.53
70,596,https://mttmarket.com/users/553d9ebe0cf26d1eaea65ebc,Revolver,17.09.2015,176.1,18,1.16,,50.0,0.0,80.43,https://mttmarket.com/packets/item/55fa68c861ccb609b79b3d08,,158.1,238.53
71,597,https://mttmarket.com/users/5527c9b60cf28d50eba1fcc4,Bigluckpls,17.09.2015,747.08,31,1.16,,85.0,0.0,-418.42,https://mttmarket.com/packets/item/55f987c361ccb606f5d9baf0,,424.55,6.13
72,598,https://mttmarket.com/users/54d749a40cf2d7cefbe6ee80,DMethos,17.09.2015,85.24,25,1.17,,50.0,0.0,-63.6,https://mttmarket.com/packets/item/55fa56ac61ccb60985da8f63,,83.24,19.64
73,599,https://mttmarket.com/users/5571b9ee0cf25acfc5bf69dc,bozhurin,17.09.2015,91.2,11,1.15,,40.0,0.0,-89.0,https://mttmarket.com/packets/item/55f2778961ccb66976449a10,,89.0,0.0
74,600,https://mttmarket.com/users/5566baa40cf25c1c3c03b109,JuCh,16.09.2015,42.59,26,1.16,,30.0,0.0,-28.05,https://mttmarket.com/packets/item/55f8b3fa61ccb603c4e1ecf7,,41.59,13.54
75,601,https://mttmarket.com/users/55d60b5161ccb600922337b5,julshot,16.09.2015,331.97,26,1.18,,25.0,0.0,-81.42,https://mttmarket.com/packets/item/55f8d8db61ccb60412de7c67,,293.79,212.37
76,602,https://mttmarket.com/users/5576dfdb0cf28887159c7136,plush0,16.09.2015,342.1,37,1.16,,30.0,0.0,-140.38,https://mttmarket.com/packets/item/55f964a661ccb605eda82ed7,,311.6,171.22
77,603,https://mttmarket.com/users/55953fb60cf2d95aabaf3531,be_successful,16.09.2015,279.65,45,1.16,,20.0,0.0,170.37,https://mttmarket.com/packets/item/55f97c7761ccb6068cd1f76d,,174.5,344.87
78,604,https://mttmarket.com/users/5411d2b60cf22953036831e9,silverbuttonlad,16.09.2015,124.6,17,1.17,,50.0,0.0,-24.57,https://mttmarket.com/packets/item/55f996b061ccb6074619c141,,124.6,100.03
79,605,https://mttmarket.com/users/55a78be60cf2c4481c7cae76,rodevisto,16.09.2015,185.4,14,1.16,,25.0,0.0,-91.34,https://mttmarket.com/packets/item/55f8761561ccb603311075e9,,185.4,94.06
80,606,https://mttmarket.com/users/55e3197c61ccb625c0411cef,matejvslo,16.09.2015,13.34,8,1.15,,20.0,0.0,6.83,https://mttmarket.com/packets/item/55f88b2f61ccb6035546b190,,12.34,19.17
81,607,https://mttmarket.com/users/53a040220cf2c8120d43379c,xquizzza,16.09.2015,357.1,30,1.15,,35.0,0.0,211.44,https://mttmarket.com/packets/item/55f864cf61ccb602efb9545f,,334.3,545.74
82,608,https://mttmarket.com/users/55b1121561ccb60010e6dea0,beetle,16.09.2015,153.4,21,1.16,,20.0,0.0,-0.97,https://mttmarket.com/packets/item/55f6d14861ccb67b915bb9ab,,150.03,149.06
83,609,https://mttmarket.com/users/5581ce4a0cf28887159f72a7,Stalpan,16.09.2015,263.9,32,1.16,,20.0,0.0,-180.1,https://mttmarket.com/packets/item/55f7597461ccb67db4d8d901,,186.6,6.5
84,611,https://mttmarket.com/users/5520491c0cf25438259e571c,TSMeister,16.09.2015,398.53,26,1.16,,50.0,0.0,-271.33,https://mttmarket.com/packets/item/55f9801e61ccb6069b1850ab,,371.53,100.2
85,612,https://mttmarket.com/users/555b4bfa0cf2820a8e3c9792,KeryaSvyatoi,16.09.2015,128.94,25,1.15,,40.0,0.0,273.19,https://mttmarket.com/packets/item/55f82ce161ccb601e56f724c,,115.59,388.78
86,613,https://mttmarket.com/users/558a9f0f0cf2888715a3d011,srdjaaa,16.09.2015,104.7,14,1.15,,25.0,0.0,-99.7,https://mttmarket.com/packets/item/55f8a72b61ccb603b7312280,,104.7,5.0
87,614,https://mttmarket.com/users/5302904e230000510ad703d4,r2r,16.09.2015,2653.0,32,1.19,,50.0,0.0,2997.1,https://mttmarket.com/packets/item/55f93ce761ccb6051a11ac1c,,2196.89,5193.99
88,615,https://mttmarket.com/users/55b774d761ccb60012f31507,angerr,16.09.2015,472.8,42,1.15,,50.0,0.0,-338.48,https://mttmarket.com/packets/item/55f82f6c61ccb601e56f724d,,388.8,50.32
89,616,https://mttmarket.com/users/556c52de0cf2a06f7748a51e,ndima,16.09.2015,115.25,17,1.16,,50.0,0.0,-11.86,https://mttmarket.com/packets/item/55f87d4661ccb603403d92ec,,83.45,71.59
90,617,https://mttmarket.com/users/55a66e790cf2c4481c7c5cc1,zum-zum077,16.09.2015,68.8,6,1.15,,20.0,0.0,4.22,https://mttmarket.com/packets/item/55f895b061ccb6037c410be5,,68.8,73.02
91,619,https://mttmarket.com/users/5569d34b0cf25c1c3c0449c7,pycckuii,16.09.2015,453.7,42,1.16,,35.0,0.0,-14.4,https://mttmarket.com/packets/item/55f97f3a61ccb606a40a6b69,,436.2,421.8
92,681,https://mttmarket.com/users/5554cbf80cf24036f37b657c,JomoIungma,15.09.2015,971.0,87,1.15,,50.0,0.0,-108.0,https://mttmarket.com/packets/item/55f833fe61ccb601ee047573,,151.8,43.8
93,682,https://mttmarket.com/users/555b4bfa0cf2820a8e3c9792,KeryaSvyatoi,15.09.2015,131.44,26,1.15,,40.0,0.0,-41.95,https://mttmarket.com/packets/item/55f67be361ccb679af5764e0,,120.76,78.81
94,683,https://mttmarket.com/users/558a9f0f0cf2888715a3d011,srdjaaa,15.09.2015,104.7,14,1.15,,25.0,0.0,-61.4,https://mttmarket.com/packets/item/55f7580661ccb67d99097c4e,,63.4,2.0
95,684,https://mttmarket.com/users/55ba5c9961ccb6004d2bcb6a,ramiawad,15.09.2015,1042.6,30,1.17,,50.0,0.0,3395.67,https://mttmarket.com/packets/item/55f4b3a261ccb6745717d411,,967.1,4362.77
96,685,https://mttmarket.com/users/556c52de0cf2a06f7748a51e,ndima,15.09.2015,105.25,16,1.16,,50.0,0.0,35.63,https://mttmarket.com/packets/item/55f743fa61ccb67d769182e5,,50.25,85.88
97,686,https://mttmarket.com/users/549bdc8e0cf23c3abe0c1f03,bblk,15.09.2015,542.2,48,1.15,,30.0,0.0,-43.64,https://mttmarket.com/packets/item/55f7da8161ccb67f1b5346b2,,97.2,53.56
98,687,https://mttmarket.com/users/5565a6b70cf25c1c3c036d36,Shpocker,15.09.2015,114.65,19,1.15,,25.0,0.0,-46.14,https://mttmarket.com/packets/item/55f7f9e961ccb67f9d439ca9,,106.45,60.31
99,688,https://mttmarket.com/users/5565d9b30cf25c1c3c037c32,drobish23,15.09.2015,221.4,30,1.15,,50.0,0.0,241.31,https://mttmarket.com/packets/item/55f82a3761ccb601d3f12f68,,184.2,425.51
100,689,https://mttmarket.com/users/55aff4fa61ccb60011d702f8,dmitry83,15.09.2015,325.1,33,1.15,,50.0,0.0,-206.63,https://mttmarket.com/packets/item/55f82cb261ccb601d3f12f69,,306.1,99.47
101,690,https://mttmarket.com/users/55cfcc9061ccb6133155fcad,mnevezet2015,15.09.2015,257.0,20,1.18,,25.0,0.0,-170.25,https://mttmarket.com/packets/item/55f5324861ccb6756512e975,,257.0,86.75
102,691,https://mttmarket.com/users/55ad35e861ccb6000f5e58de,bruini,15.09.2015,140.45,24,1.16,,50.0,0.0,-60.7,https://mttmarket.com/packets/item/55f828d461ccb601d0ba51e3,,68.4,7.7
103,692,https://mttmarket.com/users/55b7638661ccb60110fb4be8,tomoto,15.09.2015,254.2,30,1.15,,35.0,0.0,-195.76,https://mttmarket.com/packets/item/55f4784361ccb673bcc39da3,,254.2,58.44
104,693,https://mttmarket.com/users/54a29d6b0cf23c2fa9bd5ce6,regisser,15.09.2015,325.08,36,1.16,,50.0,0.0,-196.58,https://mttmarket.com/packets/item/55f66a5361ccb67958756413,,325.08,128.5
105,694,https://mttmarket.com/users/5569d34b0cf25c1c3c0449c7,pycckuii,15.09.2015,453.7,42,1.16,,35.0,0.0,-214.83,https://mttmarket.com/packets/item/55f7609e61ccb67db7bc15ae,,423.5,208.67
106,695,https://mttmarket.com/users/544288990cf24a5c0d7e6b4d,punter54,15.09.2015,139.4,17,1.17,,30.0,0.0,-37.23,https://mttmarket.com/packets/item/55f8284361ccb601a360c6f1,,121.38,84.15
107,696,https://mttmarket.com/users/545a67f70cf24a5c0d85e61f,Vzyatkov073,15.09.2015,38.4,9,1.17,,50.0,0.0,-37.4,https://mttmarket.com/packets/item/55f70d2a61ccb67c7cc89165,,38.4,1.0
108,697,https://mttmarket.com/users/55b944e061ccb6012efae3b1,vladdnepr,15.09.2015,76.2,14,1.16,,40.0,0.0,-53.53,https://mttmarket.com/packets/item/55f671cf61ccb679712ed81b,,70.2,16.67
109,698,https://mttmarket.com/users/55eebec761ccb65540d2383a,nur1ck,15.09.2015,109.0,1,1.1,,50.0,0.0,-109.0,https://mttmarket.com/packets/item/55f6f4a061ccb67c1326fd2f,,109.0,0.0
110,699,https://mttmarket.com/users/5457ce390cf24a5c0d8533a3,matters71,15.09.2015,316.3,13,1.18,,34.0,0.0,-205.8,https://mttmarket.com/packets/item/55f7ce9161ccb67eb1b89b1a,,225.8,20.0
111,700,https://mttmarket.com/users/5581ce4a0cf28887159f72a7,Stalpan,14.09.2015,263.9,32,1.16,,20.0,0.0,-45.25,https://mttmarket.com/packets/item/55f3717a61ccb670550df152,,83.5,38.25
112,701,https://mttmarket.com/users/54b820150cf2ef809ccc81e2,cotondark,14.09.2015,140.5,20,1.17,,20.0,0.0,-25.68,https://mttmarket.com/packets/item/55e42a1c61ccb62970f4ae3d,,129.5,103.82
113,702,https://mttmarket.com/users/555b4bfa0cf2820a8e3c9792,KeryaSvyatoi,14.09.2015,131.44,26,1.15,,40.0,0.0,-86.35,https://mttmarket.com/packets/item/55f5417f61ccb6758fc7424c,,125.29,38.94
114,703,https://mttmarket.com/users/558a9f0f0cf2888715a3d011,srdjaaa,14.09.2015,104.7,14,1.15,,58.0,0.0,83.26,https://mttmarket.com/packets/item/55f5a82361ccb6774d3284a0,,34.4,117.66
115,704,https://mttmarket.com/users/5520491c0cf25438259e571c,TSMeister,14.09.2015,409.97,27,1.16,,50.0,0.0,974.06,https://mttmarket.com/packets/item/55f6db8661ccb67bc2b8921e,,386.3,1360.36
116,705,https://mttmarket.com/users/55965ea00cf2d95aabafda28,ignatik,14.09.2015,126.0,23,1.15,,20.0,0.0,-88.39,https://mttmarket.com/packets/item/55f585c661ccb676cdd97207,,107.7,19.31
117,706,https://mttmarket.com/users/556c52de0cf2a06f7748a51e,ndima,14.09.2015,94.1,13,1.16,,50.0,0.0,23.67,https://mttmarket.com/packets/item/55f5d69a61ccb677cfdb7001,,45.6,69.27
118,707,https://mttmarket.com/users/5576dfdb0cf28887159c7136,plush0,14.09.2015,348.0,37,1.16,,30.0,0.0,256.1,https://mttmarket.com/packets/item/55f60ec161ccb6788276a3bf,,310.1,566.2
119,708,https://mttmarket.com/users/53a040220cf2c8120d43379c,xquizzza,14.09.2015,329.2,29,1.15,,40.0,0.0,-17.29,https://mttmarket.com/packets/item/55f6be0e61ccb67ae83f2dde,,293.8,276.51
120,709,https://mttmarket.com/users/555c4f7a0cf2820a8e3cd56d,bleenk,14.09.2015,511.09,25,1.17,,50.0,0.0,-179.41,https://mttmarket.com/packets/item/55f6c12461ccb67afdcee9df,,315.55,136.14
121,710,https://mttmarket.com/users/542d594c0cf2c31f2c266ac9,papa_af_true,14.09.2015,340.77,39,1.17,,50.0,0.0,213.37,https://mttmarket.com/packets/item/55f6c7eb61ccb67b2101df2e,,152.61,365.98
122,712,https://mttmarket.com/users/534d55fe130000cdf036e772,mutnyi_john,14.09.2015,294.69,24,1.16,,50.0,0.0,93.94,https://mttmarket.com/packets/item/55f6d5b661ccb67b915bb9ad,,219.99,313.93
123,713,https://mttmarket.com/users/556d90530cf2a06f774995f6,parfen1111,14.09.2015,163.6,20,1.16,,55.0,0.0,-24.4,https://mttmarket.com/packets/item/55f6d82961ccb67bb6084a13,,138.1,113.7
124,714,https://mttmarket.com/users/54ba71520cf2ef809cce1700,leo minorrr,14.09.2015,110.14,16,1.19,,50.0,0.0,-12.19,https://mttmarket.com/packets/item/55f6d92461ccb67bb6084a14,,14.15,1.96
