Unnamed: 0,link,usr_name,profit,totBI,totCashes,roi,roiBI,tournaments,abi,itm
214,https://mttmarket.com/users/55673e9d0cf25c1c3c03cee9,multison375,-250.02,9529.5,9279.48,-2.62,-8.77,1343,7.1,24.27
216,https://mttmarket.com/users/54514df80cf24a5c0d830bce,MikleD,4857.55,58340.4,63197.95,8.33,8.03,2927,19.93,23.23
217,https://mttmarket.com/users/5565922f0cf25c1c3c0366c2,Lykov_1988,-1442.87,4179.9,2737.03,-34.52,-31.96,360,11.61,24.17
218,https://mttmarket.com/users/55de63d761ccb615db2fdcae,chur,-289.35,5615.3,5325.95,-5.15,-25.27,320,17.55,25.0
222,https://mttmarket.com/users/531082eb4700008946dc9eed,Ugin,11446.79,131997.27,143444.06,8.67,17.1,3839,34.38,17.82
223,https://mttmarket.com/users/553415b80cf26d1eaea430c8,streln,213.59,5537.59,5751.18,3.86,30.16,1345,4.12,22.6
231,https://mttmarket.com/users/55dae70161ccb60bf049cfe8,analyser,-10.98,113.6,102.62,-9.67,-29.25,8,14.2,25.0
233,https://mttmarket.com/users/54a2c3b80cf23c2fa9bd70b9,deezder,-3114.18,58289.22,55175.04,-5.34,0.42,2328,25.04,16.24
244,https://mttmarket.com/users/5451f3500cf24a5c0d832fd7,DNesteruk,-754.21,21746.21,20992.0,-3.47,6.15,635,34.25,32.76
247,https://mttmarket.com/users/553a57cb0cf26d1eaea5d96e,PlayAndPray,-365.9,4629.86,4263.96,-7.9,-5.21,779,5.94,20.54
251,https://mttmarket.com/users/555f83450cf25c1c3c024b9b,Johnsonsb4be,5566.98,18198.9,23765.88,30.59,43.55,1823,9.98,17.83
255,https://mttmarket.com/users/545a17d80cf24a5c0d85cf63,gunning4you,2162.54,32499.51,34662.05,6.65,18.24,2677,12.14,18.9
260,https://mttmarket.com/users/556eca530cf2a06f774a83c6,craz1fan,-854.64,24526.47,23671.83,-3.48,-0.42,1173,20.91,16.37
268,https://mttmarket.com/users/53b17f950cf2c8120d45dbb2,Dartuha,477.71,5008.47,5486.18,9.54,24.46,924,5.42,18.4
276,https://mttmarket.com/users/545440e10cf24a5c0d83e873,MoWeR,3209.42,10072.04,13281.46,31.86,32.59,973,10.35,18.81
277,https://mttmarket.com/users/54ea5a5c0cf25ca3c45fa5fb,sNap364,-850.0,850.0,0.0,0.0,-100.0,3,283.33,0.0
280,https://mttmarket.com/users/558ef0fb0cf2888715a56253,mephisto,759.36,8386.19,9145.55,9.05,16.92,1020,8.22,19.31
298,https://mttmarket.com/users/545871e80cf24a5c0d855c6d,BPNVolhv,8964.54,19332.75,28297.29,46.37,58.24,2046,9.45,20.92
304,https://mttmarket.com/users/556cbc150cf2a06f7748d44a,Jonny_Rixter,1115.15,3855.3,4970.45,28.93,40.32,671,5.75,20.27
321,https://mttmarket.com/users/556490cf0cf25c1c3c0335ce,Arkalis,394.96,2961.87,3356.83,13.33,23.15,592,5.0,17.06
342,https://mttmarket.com/users/555b213d0cf2820a8e3c88e0,MTIMachine,260.8,1052.65,1313.45,24.78,86.48,232,4.54,18.97
345,https://mttmarket.com/users/55c30f0961ccb601822713c4,mogican99,-4800.68,7978.48,3177.8,-60.17,11.55,815,9.79,21.47
349,https://mttmarket.com/users/553850840cf26d1eaea58063,stardust85,-1330.87,3855.22,2524.35,-34.52,-39.76,290,13.29,16.9
